species,symmetry_flag,height_index,agility_score,coordination_Y,diet_signal_2,diet_signal_1,limb_ratio_B,dance_style,metabolic_balance,limb_ratio_A,behavioral_switch,bone_density,power_index,ancestral_code,coordination_X
Giant,True,100.97587,0.07454,-0.29685,5.03167,8.93982,201.03075,Polkagris,-91.17061,-0.70108,0,-92.82029,458.46919,CLAN_05023,-1.06736
Student,True,100.40871,1.28206,0.70896,1.35701,10.98166,200.45320,Polkagris,-92.89900,-0.69001,0,-101.46799,451.30957,CLAN_02664,-0.89456
Vampire,True,99.81556,1.21522,1.28952,-1.48684,10.27506,199.89410,Slängpolskorgris,-89.86748,-0.66896,1,-103.81491,447.17037,CLAN_07035,-0.78214
Student,True,99.67153,0.69976,0.22937,1.63623,9.94680,199.72471,Slängpolskorgris,-92.02323,-0.69037,1,-101.41653,447.64940,CLAN_01682,-0.10592
Vampire,True,99.30481,-0.19171,0.66424,-2.08377,,199.37604,Slängpolskorgris,-91.38422,-0.66887,0,-101.58521,445.73143,CLAN_06187,-0.82410
Vampire,False,100.59312,-0.36538,0.09206,-2.45580,,200.67191,Polkagris,-90.72088,-0.69926,1,-96.36713,454.78202,CLAN_03060,-0.42276
Giant,True,100.89795,0.65308,1.33539,-0.90423,10.72236,200.96838,Polkagris,-92.34326,-0.66610,0,-101.45039,453.76457,CLAN_01773,1.03962
Student,True,100.29235,-0.15772,-0.55311,2.26154,10.93546,200.34888,Polkagris,-89.42691,-0.67624,1,-102.70701,450.10823,CLAN_02597,-0.92826
Vampire,True,101.16403,1.26896,-0.50167,0.18430,9.70688,201.23357,Schottisgris,-91.28749,-0.65835,0,-100.91817,455.36108,CLAN_06849,-1.38302
Giant,False,101.05602,0.90175,0.48066,0.71364,8.34060,201.11824,Schottisgris,-92.64325,-0.67316,0,-103.43747,453.56138,CLAN_00682,-1.65276
Student,False,99.12944,0.03341,-0.82336,1.79349,9.93904,199.19729,Slängpolskorgris,-90.90051,-0.71522,1,-99.53193,445.88123,CLAN_01513,-0.85641
Student,True,99.83565,-0.30332,-1.04482,3.98597,11.84971,199.89900,Slängpolskorgris,-89.59838,-0.69750,0,-94.79497,451.78077,CLAN_04700,-0.97018
Giant,True,100.66806,1.08928,-0.52616,0.27929,14.02658,200.74790,Polkagris,-92.60101,-0.63903,0,-102.01964,452.33046,CLAN_07902,-0.82234
Giant,True,99.35217,-1.70712,-0.30745,-1.23973,13.00031,199.43599,Slängpolskorgris,-90.54452,-0.66117,0,-100.10239,446.70963,CLAN_09101,0.74828
Student,False,99.84410,1.41827,-0.42395,-1.85295,12.24090,199.89624,Slängpolskorgris,-91.49386,-0.67044,1,-99.50078,449.47009,CLAN_02786,-0.53711
Student,False,98.60203,0.04934,-0.52723,0.57181,10.32204,198.64767,Hambogris,-86.34578,-0.73012,1,-96.73023,444.64501,CLAN_01400,1.44510
Giant,False,97.62868,-0.49759,-1.98168,-0.40109,13.58307,197.70722,Hambogris,-88.34414,-0.65174,0,-102.78978,436.74853,CLAN_04741,2.98362
Student,False,100.35227,0.78192,-0.07524,3.37428,12.66821,200.41795,Polkagris,-93.57688,-0.70744,0,-98.68121,452.42075,CLAN_01642,-0.52698
Giant,True,100.74088,0.90059,0.33292,-0.00360,8.89917,200.80272,Polkagris,-90.70805,-0.68788,0,-97.08884,455.15998,CLAN_00547,2.16089
Vampire,True,99.34202,-0.89452,-1.45144,-3.11128,,199.42724,Slängpolskorgris,-88.12097,-0.68041,0,-103.44235,444.98891,CLAN_03901,-0.73748
Vampire,False,100.93935,0.90988,0.46257,-2.05508,8.57689,201.00989,Polkagris,-95.55087,-0.66736,0,-104.54718,452.42314,CLAN_06585,-0.27954
Student,False,102.02784,-0.00787,0.39691,1.68978,12.28853,202.07949,Polskorgris,-92.26210,-0.68323,1,-105.10757,457.58542,CLAN_02625,-0.55061
Vampire,True,100.45223,0.26120,0.10768,-0.09323,10.32149,200.52589,Polkagris,-91.47454,-0.66849,0,-97.94097,453.29066,CLAN_04976,-0.58634
Student,False,99.03655,-0.60451,-0.38711,2.47882,11.71050,199.08876,Slängpolskorgris,-89.65135,-0.67035,0,-95.52921,447.41814,CLAN_04687,-0.03822
Vampire,True,100.09904,0.27413,1.26796,-1.60227,,200.17335,Polkagris,-90.42772,-0.65314,0,-99.55046,450.71999,CLAN_03088,-0.12741
Student,True,99.84758,1.11384,-0.27463,-0.04105,10.34526,199.90732,Slängpolskorgris,-92.63218,-0.72525,1,-97.39561,450.54007,CLAN_07467,-0.19804
Student,False,99.82832,0.77447,-0.54032,1.67541,9.82960,199.88101,Slängpolskorgris,-91.65706,-0.67146,1,-100.61847,448.83237,CLAN_10777,-0.09855
Vampire,False,99.95924,0.10554,-0.90012,-1.71781,10.67801,200.03314,Slängpolskorgris,-92.14317,-0.67561,1,-101.61254,448.98994,CLAN_07550,2.73041
Student,False,100.20119,-0.52406,0.12096,1.19629,12.26816,200.26939,Polkagris,-91.59656,-0.70804,1,-101.16125,450.42533,CLAN_02926,-0.82114
Student,False,101.00757,1.57165,0.85450,-0.33719,11.28892,201.05209,Schottisgris,-87.74170,-0.67983,0,-100.85203,454.61183,CLAN_05858,-0.75861
Giant,False,99.45149,-0.18966,-0.19414,-0.14082,13.63746,199.50014,Slängpolskorgris,-89.71824,-0.69311,0,-98.03699,448.23897,CLAN_09904,0.89259
Giant,True,100.12102,0.30542,-1.61319,1.76906,9.19448,200.17835,Polkagris,-90.55826,-0.69834,0,-101.42253,449.89381,CLAN_06286,-2.84884
Giant,False,99.59111,-1.55895,-0.14709,1.63334,9.42550,199.67724,Slängpolskorgris,-91.28197,-0.65537,0,-91.58047,452.16529,CLAN_07411,0.33122
Vampire,False,101.67960,-0.21813,-0.50306,-1.36255,10.96772,201.75393,Schottisgris,-92.26779,-0.66944,1,-98.29700,459.24949,CLAN_07560,1.08851
Student,True,100.75234,-0.22551,0.45968,-0.34959,10.42042,200.79882,Polkagris,-91.48274,-0.67409,1,-101.69765,452.91288,CLAN_10048,-0.54045
Vampire,False,99.00545,-0.77607,-0.37160,-2.37635,10.44641,199.08949,Slängpolskorgris,-89.29001,-0.67745,0,-104.52271,442.76589,CLAN_03785,0.54187
Student,False,100.80640,1.10301,-0.38760,2.85953,10.59574,200.87013,Polkagris,-92.86111,-0.70205,0,-103.63386,452.21508,CLAN_03515,-0.19524
Vampire,False,98.79914,0.61786,0.23873,-1.76925,,198.87037,Hambogris,-89.63079,-0.66049,1,-106.51126,440.74009,CLAN_06747,-0.89329
Vampire,False,98.32172,-0.50850,1.49082,-2.17970,10.36961,198.39203,Hambogris,-88.83548,-0.66330,0,-97.29852,442.95934,CLAN_01617,0.06927
Vampire,False,101.88129,1.08248,-0.49592,-2.57408,,201.95840,Schottisgris,-91.86342,-0.66728,0,-100.67214,459.07040,CLAN_09273,0.90777
Student,False,99.37268,-0.51879,-0.46512,3.15145,10.34132,199.43534,Slängpolskorgris,-90.24007,-0.69628,0,-104.19851,444.76415,CLAN_08884,-0.28802
Vampire,True,101.82532,0.47844,1.59845,-2.82904,,201.89409,Schottisgris,-90.27771,-0.66353,0,-98.59151,459.83084,CLAN_09617,0.70059
Vampire,True,99.41066,-0.51015,-0.21845,-3.26209,,199.49190,Slängpolskorgris,-88.63091,-0.67767,0,-101.16001,446.47331,CLAN_02774,1.41756
Student,False,101.45506,0.52885,0.55919,-0.65951,8.95453,201.50944,Schottisgris,-89.30069,-0.67543,0,-102.07907,456.23578,CLAN_02646,0.11243
Giant,False,99.79769,-0.05306,2.14822,-0.39680,11.30681,199.85347,Slängpolskorgris,-87.71624,-0.69205,0,-100.38545,448.79575,CLAN_05337,-0.42932
Vampire,True,100.79040,-0.56967,2.06623,-3.55118,,200.86060,Polkagris,-91.58658,-0.66109,1,-103.60911,452.14742,CLAN_08253,-2.91252
Student,False,99.87305,-0.56157,0.81531,3.40836,11.49664,199.93033,Slängpolskorgris,-91.94676,-0.64656,0,-100.15833,449.28606,CLAN_06966,-0.96359
Student,True,100.29782,-0.76284,0.60778,2.32928,9.73430,200.35290,Polkagris,-91.17610,-0.67862,1,-96.72014,453.12902,CLAN_01452,-0.60856
Vampire,False,100.47228,0.34509,-2.90074,1.42458,,200.55727,Polkagris,-90.54866,-0.68885,0,-103.52039,450.60119,CLAN_06232,0.03500
Student,True,100.98744,0.89420,0.03350,1.75323,10.79948,201.06124,Polkagris,-91.12060,-0.69942,0,-103.89142,452.99151,CLAN_04070,-0.35353
Vampire,False,100.64115,0.51464,0.26296,-1.49937,11.78360,200.71701,Polkagris,-90.12273,-0.64891,0,-102.93572,451.73789,CLAN_03370,-1.44154
Vampire,True,102.28856,0.49533,-0.14374,1.13996,,202.36349,Polskorgris,-93.68426,-0.66965,0,-96.02856,463.42854,CLAN_10312,-0.02984
Vampire,True,101.04356,-0.24587,-0.19590,-1.87656,,201.11267,Schottisgris,-91.50057,-0.66924,1,-97.45889,456.48833,CLAN_08358,-0.45518
Giant,True,100.14057,-0.21338,-0.53485,0.63756,12.78252,200.20621,Polkagris,-89.27944,-0.65970,1,-97.21426,452.09572,CLAN_06450,-0.21128
Student,True,99.82156,0.61149,0.38920,4.15498,11.24985,199.86988,Slängpolskorgris,-90.41823,-0.73335,1,-101.37723,448.41916,CLAN_10823,0.21346
Vampire,False,98.79474,0.07838,-1.52163,-4.92828,,198.86422,Hambogris,-87.01146,-0.67664,1,-103.51324,442.21708,CLAN_10893,1.23442
Giant,False,99.32854,1.26693,0.47077,0.57850,12.94464,199.40366,Slängpolskorgris,-89.09656,-0.66058,1,-103.54185,444.87178,CLAN_01547,0.86737
Giant,False,98.68455,0.02104,0.66129,-0.01890,12.11804,198.75975,Hambogris,-88.84541,-0.66834,1,-98.17917,444.33318,CLAN_04482,1.03237
Student,True,101.20542,0.34380,-1.08573,-1.95967,10.87306,201.24292,Schottisgris,-89.25723,-0.67453,0,-109.79720,451.12852,CLAN_01596,0.74293
Vampire,False,98.93623,-0.61732,-3.59816,-0.61591,11.03212,199.01560,Hambogris,-90.91991,-0.68359,0,-103.19031,443.08601,CLAN_00162,0.55519
Giant,False,99.80226,0.13815,0.20269,3.75162,7.34658,199.87019,Slängpolskorgris,-88.39800,-0.67273,1,-106.11773,445.95241,CLAN_01466,-0.76529
Vampire,False,99.24607,0.16491,-0.43965,-3.78373,11.59115,199.31536,Slängpolskorgris,-88.12884,-0.65753,1,-99.92791,446.26641,CLAN_05272,0.88479
Vampire,True,101.87360,-0.59605,-1.73511,-0.39449,,201.94942,Schottisgris,-91.47039,-0.69140,1,-101.84357,458.44622,CLAN_09928,-1.75753
Vampire,True,100.47006,1.69574,1.74703,-3.78501,10.96083,200.54992,Polkagris,-91.86746,-0.66798,0,-98.81980,452.94039,CLAN_09297,-0.49993
Giant,False,98.95228,0.07350,1.63990,-1.99250,11.59125,199.01347,Hambogris,-88.33942,-0.68045,1,-100.55140,444.48572,CLAN_01585,0.76239
Student,False,98.91688,0.53313,-0.27773,2.37415,13.84692,198.98385,Hambogris,-92.39933,-0.68888,1,-99.81645,444.67619,CLAN_04952,0.32470
Student,True,98.16586,-0.33751,0.31403,3.80885,12.03918,198.22785,Hambogris,-90.16560,-0.69840,0,-97.56088,442.04885,CLAN_10745,-0.21140
Vampire,False,99.42965,0.28172,0.01910,-1.78858,10.94545,199.50568,Slängpolskorgris,-88.56188,-0.64962,1,-101.81794,446.23926,CLAN_06809,0.42746
Student,True,99.10451,-1.35540,0.28283,0.90577,10.78233,199.14819,Slängpolskorgris,-88.37115,-0.71936,0,-101.89747,444.57383,CLAN_08101,0.00897
Student,False,99.46338,0.22727,-0.19570,2.34672,10.61080,199.51256,Slängpolskorgris,-87.27029,-0.67587,1,-94.53923,450.04729,CLAN_04169,0.39467
Vampire,True,100.86277,0.12375,0.71268,-2.05868,11.59193,200.93893,Polkagris,-92.02660,-0.68813,0,-104.73771,451.94499,CLAN_00370,-1.12345
Giant,False,101.27810,0.76508,0.38303,0.77105,14.21751,201.34441,Schottisgris,-92.04955,-0.65807,0,-98.98970,456.89567,CLAN_06657,0.97147
Giant,True,100.41472,-0.41358,-0.62127,-0.49503,13.22116,200.49285,Polkagris,-93.00305,-0.66745,1,-100.56764,451.78976,CLAN_02140,-0.76557
Giant,True,99.28671,-0.12648,-0.97043,-0.18096,13.87838,199.35232,Slängpolskorgris,-89.11547,-0.66701,0,-98.15336,447.35689,CLAN_04382,-0.18379
Vampire,True,100.09769,1.11959,0.04209,-0.87170,12.52394,200.17905,Polkagris,-91.73641,-0.68793,0,-96.85300,452.06196,CLAN_00077,-0.27572
Giant,False,99.92390,0.62532,1.01119,0.16218,14.18302,200.00642,Slängpolskorgris,-89.70960,-0.64021,1,-101.41796,448.91052,CLAN_04264,1.04245
Giant,False,98.27146,0.78972,-0.34182,-0.76225,10.30155,198.33164,Hambogris,-89.91783,-0.67726,1,-106.68301,438.01577,CLAN_00884,-0.04167
Student,False,97.23234,-0.74098,0.60681,0.84049,12.16338,197.28476,Hambogris,-88.73756,-0.73284,0,-101.62445,435.34950,CLAN_09377,-0.43992
Giant,True,100.56945,0.59650,-0.97230,-0.72330,12.65488,200.64974,Polkagris,-89.72117,-0.64110,0,-103.10018,451.29716,CLAN_04301,-2.71810
Giant,False,99.35269,-1.04182,-1.12442,1.08706,14.57319,199.40961,Slängpolskorgris,-90.12109,-0.69300,0,-101.12089,446.20301,CLAN_02898,1.01153
Vampire,False,100.56623,0.03785,-0.32510,-1.62972,9.93903,200.64501,Polkagris,-92.15475,-0.69160,0,-101.99029,451.83598,CLAN_07754,0.90269
Vampire,True,100.67351,-0.36704,-0.99606,0.63649,,200.75751,Polkagris,-91.57857,-0.67606,1,-99.36211,453.68648,CLAN_01516,0.98939
Vampire,True,98.61726,-0.79803,-0.39542,-4.24320,10.70372,198.69711,Hambogris,-86.17271,-0.68323,0,-101.18021,442.49618,CLAN_05112,1.84094
Vampire,False,101.26921,1.03649,1.83300,-2.96230,,201.34418,Schottisgris,-94.17763,-0.66563,0,-95.40696,458.64257,CLAN_03647,-0.41406
Student,False,101.66809,0.72936,-0.62738,1.38451,10.58768,201.71022,Schottisgris,-94.14840,-0.68011,0,-103.06286,456.80904,CLAN_05812,-0.89401
Vampire,True,97.97343,0.60305,-0.36418,-4.00116,8.93417,198.04962,Hambogris,-87.98677,-0.70405,1,-98.83159,440.45134,CLAN_02761,-0.74613
Student,True,100.04953,0.49928,-0.52004,3.77275,10.39092,200.09239,Polkagris,-91.19237,-0.66813,0,-99.36523,450.56502,CLAN_07998,-0.44258
Vampire,False,99.51854,0.18904,0.89875,-2.69941,11.34307,199.58648,Slängpolskorgris,-88.42250,-0.67451,1,-101.87325,446.65608,CLAN_06544,0.84878
Student,False,99.56797,0.55678,0.71811,2.88935,11.11821,199.61191,Slängpolskorgris,-90.04964,-0.68965,1,-98.79166,448.44404,CLAN_06470,0.48462
Giant,False,97.62532,0.12784,-2.29936,-0.93981,11.93211,197.68574,Hambogris,-88.24144,-0.68549,1,-103.27926,436.48698,CLAN_06524,0.14338
Vampire,False,100.53505,0.34818,-0.06941,-3.20172,,200.60795,Polkagris,-95.12888,-0.66003,0,-101.86816,451.74117,CLAN_00507,1.64156
Student,False,98.77533,-1.83578,1.09884,0.98593,11.53650,198.82291,Hambogris,-87.08258,-0.67421,0,-99.06812,444.34260,CLAN_06098,-0.90888
Giant,False,99.24611,-0.08337,-0.96002,-0.11121,11.93308,199.30486,Slängpolskorgris,-88.12044,-0.69498,0,-101.63333,445.41391,CLAN_04723,-0.97479
Student,True,97.60395,-0.28809,0.20998,3.57615,11.28891,197.65045,Hambogris,-88.37579,-0.67388,0,-101.27014,437.38467,CLAN_02042,-1.29945
Student,False,98.70521,0.98271,1.10225,2.20109,9.97592,198.75616,Hambogris,-89.71966,-0.68625,1,-100.48037,443.28588,CLAN_09539,-0.31367
Student,True,100.54176,-1.33304,0.48176,0.30415,8.95652,200.60120,Polkagris,-90.52338,-0.68182,1,-98.28565,453.56599,CLAN_05754,1.22433
Student,False,100.92821,0.64365,-0.23097,3.28946,12.26207,200.99616,Polkagris,-95.25986,-0.69740,0,-98.55972,455.36117,CLAN_01325,-0.04087
Student,False,100.74336,0.22202,-1.24599,1.13431,12.93257,200.78912,Polkagris,-92.52415,-0.72002,0,-98.35858,454.53752,CLAN_07420,-0.50026
Vampire,False,101.18073,0.30121,-2.57935,-0.74760,,201.26498,Schottisgris,-91.86028,-0.68139,0,-99.92290,455.94222,CLAN_04324,3.26712
Vampire,True,100.43495,-0.26492,0.32886,-2.38422,,200.50344,Polkagris,-90.97571,-0.66466,1,-101.41613,451.46668,CLAN_03815,0.31958
Student,True,100.97812,0.67889,0.04242,3.36947,11.75099,201.03943,Polkagris,-92.77849,-0.72612,0,-100.75616,454.51254,CLAN_07979,-0.34349
Giant,True,100.68184,-0.24106,-1.57659,-0.90118,12.83060,200.75558,Polkagris,-94.01239,-0.65758,1,-104.25384,451.28228,CLAN_03480,1.61481
Vampire,False,100.53710,0.71459,-0.02460,-0.79904,,200.61114,Polkagris,-89.20522,-0.68186,0,-105.76905,449.80096,CLAN_02531,0.06006
Student,False,99.95672,-0.13218,0.78958,0.11593,11.64799,199.99735,Slängpolskorgris,-92.66865,-0.72183,0,-95.87535,451.84594,CLAN_05508,-0.03921
Vampire,True,101.07658,0.16116,0.93713,-3.27212,,201.16259,Schottisgris,-90.41971,-0.69142,0,-100.78726,454.98928,CLAN_03304,-1.53918
Giant,False,98.40021,-0.46884,-1.62518,-0.11322,10.11896,198.48953,Hambogris,-90.44086,-0.65646,0,-100.22318,441.88948,CLAN_07072,-1.41166
Student,False,101.13980,0.75526,-0.64982,0.86405,9.70020,201.18919,Schottisgris,-93.09828,-0.68020,0,-98.86712,456.26543,CLAN_07064,0.22073
Giant,False,99.64910,1.26186,-2.16834,-0.41938,12.68730,199.73557,Slängpolskorgris,-91.14680,-0.63760,1,-98.37365,449.05866,CLAN_06699,-2.61672
Vampire,True,98.87064,0.43789,-3.49486,-2.24389,11.75383,198.95582,Hambogris,-91.40344,-0.68881,1,-99.48524,444.61057,CLAN_05266,1.37172
Vampire,True,98.11028,-0.06753,1.74273,-2.56870,13.42562,198.19235,Hambogris,-88.07899,-0.66923,0,-94.11077,443.49601,CLAN_10642,-0.99923
Student,True,98.83857,1.16392,0.19258,1.68645,12.92438,198.90246,Hambogris,-90.10212,-0.69267,1,-103.11483,442.63542,CLAN_07168,0.34816
Giant,False,101.16232,0.99350,2.27566,-1.01672,13.19272,201.21051,Schottisgris,-91.02662,-0.68073,0,-98.92217,456.35050,CLAN_09253,3.40560
Student,True,99.43029,0.40279,0.83022,2.22107,11.89933,199.48003,Slängpolskorgris,-90.07025,-0.72834,1,-100.71270,446.79510,CLAN_09381,0.12699
Vampire,True,98.59281,-0.41899,2.53033,-2.86308,,198.66604,Hambogris,-91.22967,-0.66091,0,-102.37000,441.77906,CLAN_00916,-1.37775
Giant,True,97.96055,0.22919,-0.53505,-3.69640,9.66297,198.02635,Hambogris,-89.51458,-0.66690,1,-101.79045,438.90755,CLAN_00825,-0.32955
Giant,False,98.35636,0.70749,-1.06607,-2.24438,11.04748,198.40279,Hambogris,-87.42033,-0.68615,1,-100.56940,441.49709,CLAN_03895,-0.87139
Giant,True,98.26150,-0.69250,-2.38140,-0.42255,12.52706,198.33777,Hambogris,-88.90905,-0.65846,0,-99.98810,441.31344,CLAN_01946,-0.02230
Student,False,98.98557,0.01985,-0.44750,5.24119,11.66871,199.05400,Hambogris,-90.85623,-0.69731,1,-101.47141,444.19214,CLAN_01603,-0.91835
Vampire,False,100.13647,0.69164,-0.20510,-2.20949,,200.21271,Polkagris,-90.31101,-0.68058,0,-100.47054,450.44710,CLAN_00279,-0.97288
Vampire,True,100.08820,-0.28758,1.51135,-2.39671,,200.17002,Polkagris,-90.43004,-0.67541,1,-100.82096,450.03053,CLAN_01332,0.05410
Vampire,True,99.70861,-0.53916,1.25020,-1.54071,,199.78662,Slängpolskorgris,-90.08061,-0.67409,0,-99.00179,449.04213,CLAN_07435,-1.73260
Giant,True,99.16239,0.42449,0.11046,-1.80295,10.08520,199.21221,Slängpolskorgris,-92.50440,-0.68796,1,-100.59881,445.51252,CLAN_04319,0.72589
Student,True,100.55132,0.40636,0.48552,2.14718,9.53799,200.60037,Polkagris,-93.20148,-0.73088,0,-92.52557,456.49383,CLAN_05698,0.82440
Vampire,True,99.51947,0.16368,-1.80888,-2.72889,10.91046,199.60009,Slängpolskorgris,-87.58349,-0.69907,1,-96.20859,449.49307,CLAN_06836,1.09644
Vampire,True,100.99059,0.97058,0.39219,-2.11714,,201.06820,Schottisgris,-89.61774,-0.66576,0,-97.75760,456.07417,CLAN_07558,0.11647
Vampire,True,100.24599,0.87143,0.15885,-2.37339,,200.32298,Polkagris,-92.00124,-0.67843,0,-95.54862,453.45566,CLAN_06192,1.49535
Vampire,False,99.17731,0.42198,-0.59649,-1.43926,,199.24799,Slängpolskorgris,-92.85755,-0.67274,1,-101.19552,445.28880,CLAN_09834,0.62550
Vampire,False,101.80027,0.38072,0.44538,-0.91837,,201.87539,Schottisgris,-92.36818,-0.65273,0,-101.92220,458.04027,CLAN_09730,-1.37820
Student,False,98.64644,0.93122,-0.99022,5.00066,11.28066,198.69684,Hambogris,-91.11157,-0.69062,1,-100.64796,442.90820,CLAN_03001,-0.76076
Student,True,101.97125,-0.72353,-0.50315,1.66093,10.35131,202.02876,Schottisgris,-91.24960,-0.69013,1,-102.83019,458.44114,CLAN_03565,0.79231
Vampire,True,98.81824,-0.42314,1.03679,-4.40031,,198.88433,Hambogris,-90.95539,-0.66634,0,-96.42582,445.87826,CLAN_03135,-1.49756
Giant,True,100.63697,1.21994,1.54152,2.18742,9.55597,200.71026,Polkagris,-94.96131,-0.65924,0,-102.44242,451.96362,CLAN_01414,1.85423
Student,False,98.22441,0.32395,0.41454,2.01206,9.89589,198.28310,Hambogris,-88.68707,-0.68096,1,-97.11103,442.56655,CLAN_09908,-0.57279
Vampire,True,101.70741,-1.06030,-0.01813,-0.96542,,201.78738,Schottisgris,-92.71681,-0.67707,1,-102.20330,457.43539,CLAN_01419,-0.48078
Student,True,98.97606,-1.17954,0.13093,2.12164,8.96188,199.01453,Hambogris,-86.74527,-0.69082,0,-100.50412,444.62826,CLAN_01390,-0.17099
Giant,True,99.05987,1.55605,-0.48145,-0.47994,10.10422,199.14273,Slängpolskorgris,-90.12346,-0.65565,1,-94.91126,447.84374,CLAN_09281,-0.52953
Vampire,False,99.29479,0.60574,1.65602,-0.37226,,199.36497,Slängpolskorgris,-88.52726,-0.67891,1,-101.37347,445.78721,CLAN_02651,-1.09636
Vampire,True,99.06229,-1.15482,-1.37888,-2.72176,,199.13428,Slängpolskorgris,-90.12976,-0.65967,0,-92.97071,448.82610,CLAN_09943,0.53994
Student,False,101.10657,-0.49057,-0.05502,1.92948,10.98725,201.17239,Schottisgris,-90.42714,-0.67389,1,-101.96437,454.55066,CLAN_10492,-0.24174
Vampire,True,99.54026,-0.03873,1.26462,1.19586,,199.62475,Slängpolskorgris,-91.84581,-0.68273,0,-100.94108,447.23077,CLAN_08053,0.12803
Vampire,True,100.56136,0.83723,-0.64832,-2.70861,,200.63454,Polkagris,-91.27578,-0.66679,0,-101.10093,452.25632,CLAN_08601,-1.17459
Giant,True,101.01266,-0.70839,2.03025,1.70948,9.92069,201.07120,Schottisgris,-91.88703,-0.66788,1,-103.41617,453.35523,CLAN_06081,2.63753
Vampire,False,101.80398,0.73108,0.13881,-0.42631,12.77858,201.88379,Schottisgris,-91.97038,-0.66732,0,-102.64008,457.69986,CLAN_00859,-0.42107
Student,False,99.23818,0.12719,-0.36786,0.93965,10.35333,199.28970,Slängpolskorgris,-91.85221,-0.70270,1,-102.93153,444.72512,CLAN_07566,-0.07103
Vampire,False,99.93499,-1.02350,0.78674,-1.39235,,200.00855,Slängpolskorgris,-89.62932,-0.67060,0,-98.32025,450.51484,CLAN_09709,-0.24620
Vampire,True,99.96769,0.41463,0.08619,-2.20151,,200.03412,Slängpolskorgris,-91.62223,-0.66204,1,-105.64192,447.01748,CLAN_01116,-0.32624
Vampire,True,100.34334,0.78910,-0.09077,-2.59480,10.85037,200.41365,Polkagris,-89.52328,-0.67010,0,-99.56849,451.93246,CLAN_03738,3.51430
Vampire,False,99.81067,-1.14530,0.44931,-4.22402,10.17707,199.89067,Slängpolskorgris,-91.75487,-0.69471,0,-97.39555,450.35555,CLAN_07737,-0.26358
Student,False,99.59840,-0.01431,0.18521,3.02462,10.65555,199.67264,Slängpolskorgris,-90.59243,-0.70573,0,-101.99488,446.99457,CLAN_06553,0.17012
Vampire,True,99.58088,-1.12463,1.47804,-3.43852,,199.65701,Slängpolskorgris,-90.00543,-0.66612,0,-101.66188,447.07348,CLAN_08168,0.76046
Vampire,True,100.40052,0.89893,0.79372,-2.52716,,200.48763,Polkagris,-90.23115,-0.69011,0,-102.45453,450.77534,CLAN_02206,-0.24751
Vampire,True,99.92253,-0.06908,0.60174,0.81728,10.18210,199.99507,Slängpolskorgris,-89.48321,-0.65989,0,-101.07630,449.07450,CLAN_05694,-0.79479
Giant,True,98.96486,-0.56780,1.82060,-0.90529,11.20819,199.01354,Hambogris,-87.79559,-0.68081,0,-99.08442,445.28210,CLAN_08194,1.70681
Giant,False,98.88856,-0.09012,0.23448,-1.23587,12.71908,198.93731,Hambogris,-91.22698,-0.68438,0,-98.72722,445.07920,CLAN_07421,0.75336
Giant,True,100.32464,-1.41027,-0.01825,-1.40051,13.01325,200.38178,Polkagris,-90.32838,-0.67482,1,-95.74482,453.75080,CLAN_06737,-1.64324
Vampire,False,99.96415,-2.25685,1.87248,-0.82820,11.84901,200.03485,Slängpolskorgris,-89.34493,-0.68211,0,-98.80011,450.42067,CLAN_10913,-0.18052
Vampire,True,97.14952,0.38133,-0.60930,-2.15994,,197.22181,Hambogris,-87.39632,-0.66330,1,-97.43328,437.03093,CLAN_03590,-0.98530
Student,True,98.08114,-0.41219,1.20157,3.48046,11.54827,198.15705,Hambogris,-87.77950,-0.70603,0,-94.61366,443.09887,CLAN_05387,-0.13992
Vampire,True,100.91958,-0.39149,-3.44900,0.48580,,201.00443,Polkagris,-93.11833,-0.68225,1,-97.68959,455.75309,CLAN_05074,0.74532
Student,False,100.74916,0.57056,-0.00085,4.63647,11.41901,200.79734,Polkagris,-91.25021,-0.66168,0,-101.72065,452.88547,CLAN_09372,1.19173
Student,True,98.69552,-0.53083,1.04043,1.89152,11.69354,198.75190,Hambogris,-91.12017,-0.67674,0,-98.67958,444.13779,CLAN_05081,-0.61209
Vampire,False,100.72651,0.43775,1.72626,-2.38992,,200.80282,Polkagris,-92.22834,-0.67650,0,-97.22997,455.01756,CLAN_08412,-1.36559
Giant,True,97.04359,-0.74765,-2.06668,-1.54922,11.31245,197.09709,Hambogris,-88.17913,-0.70322,0,-100.19447,435.12069,CLAN_06131,-0.42986
Giant,False,99.69126,-0.68951,0.73301,-2.82368,14.64048,199.73722,Slängpolskorgris,-91.73067,-0.69957,0,-96.80572,450.05346,CLAN_07802,-0.43804
Giant,False,101.35519,-0.45097,-1.00776,0.53878,11.31643,201.43557,Schottisgris,-92.58540,-0.63966,1,-98.97036,457.29076,CLAN_04193,0.78265
Vampire,True,101.22750,-0.30300,-0.86515,-0.01917,,201.30397,Schottisgris,-92.59955,-0.70294,1,-103.71799,454.27851,CLAN_02145,-0.09605
Giant,False,99.33287,0.90215,-1.50777,2.53559,8.66267,199.40178,Slängpolskorgris,-90.00404,-0.67906,1,-98.84233,447.24317,CLAN_10370,-0.50502
Vampire,False,99.63411,-0.54987,0.81761,-1.38379,,199.71147,Slängpolskorgris,-91.33461,-0.69753,0,-98.78070,448.78021,CLAN_09696,-0.67636
